Offer_Price,Total_Shares,QIB,HNI,RII,Issue_Size,Ipo_Success,,
1277.82,4351164,1894538,922342,1534284,5560004382,1,,
173.41,4183429,1967798,1016997,1198634,725448422.9,1,,
1342.96,2407442,840463,473842,1093137,3233098308,1,,
753.7,2614269,1456036,274874,883359,1970374545,1,,
331.93,4323874,2058145,1240170,1025559,1435223497,1,,
1127.09,2902186,1007290,714883,1180013,3271024819,1,,
428.27,2171832,677474,582709,911649,930130490.6,1,,
471.69,2385229,999943,570612,814674,1125088667,1,,
766.26,674309,202913,178475,292921,516696014.3,1,,
736.52,4368338,1653104,884906,1830328,3217368304,0,,
267.55,4407017,2583088,1244922,579007,1179097398,1,,
705.59,2780602,1466424,716862,597316,1961964965,1,,
1453.6,3163552,1870739,431682,861131,4598539187,1,,
452.47,1503924,847264,154213,502447,680480492.3,1,,
441.91,1747973,969102,458895,319976,772446748.4,1,,
1002.48,4566822,1450992,1305188,1810642,4578147719,1,,
912.89,3841268,1518151,627977,1695140,3506655145,1,,
471.29,3684036,1981394,1051564,651078,1736249326,1,,
232.15,677603,321618,89813,266172,157305536.5,1,,
1462.77,1772266,584134,496497,691635,2592417537,1,,
959.97,4177766,1577596,1196348,1403822,4010530027,1,,
236.66,186440,101941,43253,41246,44122890.4,1,,
1261.8,2454225,816028,429336,1208861,3096741105,1,,
876.12,411223,130758,70636,209829,360280694.8,0,,
1256.34,1503161,511452,268425,723284,1888481291,1,,
1090.43,3416913,1173909,733867,1509137,3725904443,0,,
101.54,3262255,1591816,417469,1252970,331249372.7,1,,
1321.83,4746098,2638238,657164,1450696,6273534719,1,,
849.36,4739183,2656171,1170811,912201,4025272473,1,,
1419.83,4167992,1602031,604994,1960967,5917840081,1,,
598.87,4967255,2471917,929263,1566075,2974740002,1,,
177.38,573720,192271,59071,322378,101766453.6,0,,
696.24,2177996,1291944,649684,236368,1516407935,1,,
1140.67,3349044,1885430,367535,1096079,3820154019,0,,
149.71,335372,183585,41757,110030,50208542.12,1,,
152.35,4595208,1869592,991376,1734240,700079938.8,1,,
742.9,4281949,1684392,493421,2104136,3181059912,1,,
330.63,3154689,1099757,670616,1384316,1043034824,1,,
560.68,436721,179014,92866,164841,244860730.3,1,,
665.58,3348757,1270893,942521,1135343,2228865684,1,,
1051.7,4882047,2027411,992471,1862165,5134448830,0,,
589.14,1314786,578735,250432,485619,774593024,1,,
944.26,4695752,1445958,851176,2398618,4434010784,1,,
1385.59,1696597,807568,280387,608642,2350787837,1,,
604.32,3641098,1096393,667893,1876812,2200388343,1,,
1064.33,4952892,2159253,1096372,1697267,5271511542,1,,
1116.79,4991754,2925118,843196,1223440,5574740950,1,,
642.01,3139463,1230526,420997,1487940,2015566641,1,,
62.67,2157007,1056090,361505,739412,135179628.7,1,,
554.32,3478832,2012732,852210,613890,1928386154,1,,
126.93,3508526,1456855,1030161,1021510,445337205.2,1,,
1412.77,4872361,1716461,833016,2322884,6883525450,1,,
598.87,4497527,2416409,778663,1302455,2693433994,1,,
688.1,397609,126745,88409,182455,273594752.9,0,,
1140.37,3979413,1195877,1091153,1692383,4538003203,1,,
1334.67,2805907,998749,699102,1108056,3744959896,1,,
1115.37,3505937,1286754,605963,1613220,3910416952,1,,
1266.11,502923,260520,144240,98163,636755839.5,1,,
1251.03,1866636,1100291,286934,479411,2335217635,1,,
551.67,1956255,1001152,578142,376961,1079207196,1,,
985.08,4056824,1837999,459636,1759189,3996296186,1,,
519.6,4427206,2081768,797107,1548331,2300376238,1,,
807.41,272122,86849,52928,132345,219714024,1,,
226.51,3795327,1991978,970104,833245,859679518.8,1,,
1454.85,3098292,1423083,698155,977054,4507550116,1,,
1255.18,1344202,803407,207995,332800,1687215466,1,,
767.89,4347538,1998819,701855,1646864,3338430955,1,,
1013.82,2626060,1122564,563166,940330,2662352149,1,,
465.45,4755021,1959896,1353669,1441456,2213224524,1,,
692.65,4812132,1820758,798470,2192904,3333123230,1,,
991.04,3752906,1663360,1053638,1035908,3719279962,1,,
216.16,4300216,1413765,464894,2421557,929534690.6,1,,
233.66,2967755,967360,300812,1699583,693445633.3,1,,
564.35,3556317,1220017,847967,1488333,2007007499,1,,
835.19,3472389,1716389,382754,1373246,2900104569,1,,
1019.73,2441017,1239068,605624,596325,2489178265,1,,
345.93,4978657,1633313,1159739,2185605,1722266816,1,,
866.8,3604972,1894710,411300,1298962,3124789730,1,,
261.08,1181159,611585,330763,238811,308376991.7,1,,
1358.67,4862453,2739322,1456911,666220,6606469018,1,,
663.82,1350172,522065,241656,586451,896271177,1,,
937.06,4100751,1955583,784748,1360420,3842649732,1,,
951.86,4846605,2157800,1275989,1412816,4613289435,1,,
1080.93,4446583,2413101,1003709,1029773,4806444962,1,,
1288.38,866829,358142,176213,332474,1116805147,0,,
1444.42,3849250,1768832,545814,1534604,5559933685,0,,
704.72,530317,221908,60246,248163,373724996.2,1,,
107.9,2507403,1471214,351671,684518,270548783.7,1,,
347.2,523403,312760,150152,60491,181725521.6,1,,
841.34,407170,180478,91201,135491,342568407.8,1,,
116.23,469744,144261,76175,249308,54598345.12,1,,
1106.16,505650,292529,73667,139454,559329804,1,,
863.74,3203478,1207479,687574,1308425,2766972088,1,,
153.24,4523231,1773727,677814,2071690,693139918.4,1,,
455.6,2329478,1154701,601464,573313,1061310177,0,,
111.08,1587511,770330,238217,578964,176340721.9,1,,
201.1,3506926,1267255,708834,1530837,705242818.6,1,,
1470.3,2140454,1120665,430100,589689,3147109516,1,,
514.17,148005,82856,18589,46560,76099730.85,0,,
103.95,4882345,2647272,1084411,1150662,507519762.8,0,,
88.86,2429676,1443887,604955,380834,215901009.4,0,,
1312.32,4050196,2401516,777905,870775,5315153215,0,,
149.48,2860691,1384467,733624,742600,427616090.7,1,,
598.17,1628080,786672,382959,458449,973868613.6,1,,
869.81,4815098,2812529,771842,1230727,4188220391,1,,
1312.29,1494752,630522,354330,509900,1961548102,1,,
971.79,910123,478945,203686,227492,884448430.2,0,,
401.08,4747630,2356742,881263,1509625,1904179440,1,,
1337.72,2367705,976587,598988,792130,3167326333,1,,
1405.96,2421410,1287682,325277,808451,3404405604,1,,
898.99,4814947,1836000,896778,2082169,4328589204,1,,
144.76,758825,311517,192667,254641,109847507,1,,
550.76,3057317,1563196,772453,721668,1683847911,1,,
895.58,3133588,1451680,393944,1287964,2806378741,1,,
629.93,458760,267944,111899,78917,288986686.8,1,,
342.11,547879,326146,142373,79360,187434884.7,1,,
159.24,158023,61043,24798,72182,25163582.52,1,,
1153.41,2124028,1168108,475219,480701,2449875135,1,,
536.54,2695985,1602350,637877,455758,1446503792,1,,
793.3,3990151,1868156,866006,1255989,3165386788,0,,
1413.85,3831744,1367557,475232,1988955,5417511254,1,,
260.82,4558118,2178762,521565,1857791,1188848337,1,,
1403.72,2282206,1045984,495368,740854,3203578206,1,,
867.89,107783,42814,27421,37548,93543787.87,1,,
106.62,3495035,1224365,1019511,1251159,372640631.7,0,,
1165.26,3173412,1797902,421425,954085,3697850067,1,,
694.98,2652427,1113921,405750,1132756,1843383716,0,,
308.55,1410233,459362,283485,667386,435127392.2,1,,
287.46,1546182,680804,196814,668564,444465477.7,1,,
715.02,1659337,926043,332195,401099,1186459142,1,,
1360.07,1340921,683272,157278,500371,1823746424,0,,
266.23,3011019,1781597,543696,685726,801623588.4,1,,
71.52,4693336,2382071,1116891,1194374,335667390.7,0,,
1084.93,1583694,602486,245184,736024,1718197131,1,,
135.48,299762,164731,76127,58904,40611755.76,1,,
283.2,709453,264555,157216,287682,200917089.6,1,,
412.07,3598420,1614101,689582,1294737,1482800929,1,,
508.26,490263,264079,95334,130850,249181072.4,1,,
280.59,1890854,774821,361581,754452,530554723.9,1,,
146.69,1001037,449574,228302,323161,146842117.5,1,,
246.57,1157620,544312,245888,367420,285434363.4,1,,
1117.92,3771367,1633092,402687,1735588,4216086597,0,,
313.45,2618153,879695,403577,1334881,820660057.9,1,,
516.26,1688686,798965,504634,385087,871801034.4,1,,
262.43,2683868,1540629,458384,684855,704327479.2,1,,
1278.81,703436,241929,169923,291584,899560991.2,1,,
1033.27,3812820,1499284,845271,1468265,3939672521,1,,
839.99,3145832,1235425,914715,995692,2642467422,0,,
1253.7,1550916,893266,167789,489861,1944383389,1,,
472.7,3698315,1111392,657659,1929264,1748193501,1,,
1484.67,4806978,2115669,872643,1818666,7136776027,1,,
1357.77,3270164,1897322,520847,851995,4440130574,1,,
384.85,3999939,2228719,496285,1274935,1539376524,1,,
352.76,1373093,669238,274186,429669,484372286.7,1,,
1426.83,319925,175570,44857,99498,456478587.8,1,,
294.47,445435,166398,65974,213063,131167244.5,1,,
1467.02,2348675,1375101,702946,270628,3445553199,1,,
1272.65,217991,100631,59150,58210,277426246.2,0,,
1302.36,1102820,556606,143940,402274,1436268655,0,,
687.82,1558685,617184,267870,673631,1072094717,1,,
442.69,1912092,879639,201707,830746,846464007.5,1,,
627.81,3089442,1150695,809282,1129465,1939582582,1,,
727.48,2044162,1218834,523396,301932,1487086972,1,,
1351.29,2064047,785645,395938,882464,2789126071,1,,
1210.37,853731,259562,223272,370897,1033330390,1,,
1454.63,1273213,575550,275502,422161,1852053826,1,,
1193.41,2099850,898092,340253,861505,2505981989,1,,
179.21,1074370,624221,196607,253542,192537847.7,0,,
1040.47,922618,378478,202703,341437,959956350.5,1,,
286.3,4407357,1942007,655884,1809466,1261826309,1,,
72.3,3728690,1525682,559771,1643237,269584287,1,,
1379.25,1656405,613165,415684,627556,2284596596,1,,
887.59,3658728,1242240,477774,1938714,3247450386,0,,
1010.3,628781,281158,82355,265268,635257444.3,1,,
309.61,345285,110875,62778,171632,106903688.9,1,,
1052.25,1701810,768387,470806,462617,1790729573,1,,
212.14,621910,266473,180090,175347,131931987.4,1,,
198.19,606987,281317,155012,170658,120298753.5,1,,
1054.29,2766065,901636,677530,1186899,2916234669,1,,
660.19,2927024,1657008,573153,696863,1932391975,1,,
704.12,1726262,906807,495655,323800,1215495599,1,,
571.24,1946888,913831,492785,540272,1112140301,1,,
955.78,3564931,1092353,507195,1965383,3407289751,1,,
995.72,3048665,1643841,729400,675424,3035616714,1,,
773.4,4019535,2284208,638361,1096966,3108708369,1,,
188.35,3186222,1659715,900443,626064,600124913.7,1,,
1434.25,1909130,1076690,337414,495026,2738169703,1,,
817.72,2296281,707295,424559,1164427,1877714899,1,,
775.1,2810476,915902,382344,1512230,2178399948,1,,
1097.92,1436130,492349,310769,633012,1576755850,1,,
840.64,4579706,1687798,486528,2405380,3849884052,1,,
996.4,4181256,2449676,950485,781095,4166203478,0,,
1017.27,1413298,845328,421957,146013,1437705656,1,,
492.97,4442779,1902628,760515,1779636,2190156764,1,,
1145.75,4877462,1553163,1154939,2169360,5588352087,1,,
423.68,4966176,1910243,1226736,1829197,2104069448,0,,
468.31,1824342,1041746,197883,584713,854357602,1,,
71.08,1624786,562528,168184,894074,115489788.9,1,,
1262.57,1525177,749903,379738,395536,1925642725,1,,
981.66,2452689,1095909,448366,908414,2407706684,1,,
1305.54,761260,288430,112713,360117,993855380.4,1,,
683.39,3962158,1408808,1086074,1467276,2707699156,1,,
143.08,1285466,418482,335797,531187,183924475.3,1,,
1112.65,4240247,1372092,726784,2141371,4717910825,1,,
1225.94,4032693,2215405,1173243,644045,4943839656,0,,
225.15,3416945,1414908,548657,1453380,769325166.8,1,,
167.8,2877131,1711960,670407,494764,482782581.8,1,,
724.9,1629461,556426,427949,645086,1181196279,0,,
1104.14,663432,273495,148784,241153,732521808.5,1,,
335.67,2969578,1685156,687328,597094,996798247.3,1,,
219.62,2844416,1592005,751852,500559,624690641.9,1,,
550.97,1785450,899423,400605,485422,983729386.5,1,,
805.52,3877628,1705483,909158,1262987,3123506907,1,,
891.31,4871782,2227707,1086704,1557371,4342268014,1,,
237.12,1795753,888865,524494,382394,425808951.4,1,,
1325.88,2700082,859517,527750,1312815,3579984722,1,,
1301.86,4553685,1375281,742356,2436048,5928260354,1,,
958.28,3118838,1845218,909052,364568,2988720079,0,,
342.12,2390458,1312337,683470,394651,817823491,1,,
54.51,539619,178772,68891,291956,29414631.69,1,,
566.13,2314632,813191,293688,1207753,1310382614,1,,
342.21,440442,191647,79495,169300,150723656.8,1,,
1463.13,1167492,640758,235193,291541,1708192570,1,,
1299.52,2661819,1298030,634136,729653,3459087027,1,,
656.02,1067395,400042,263211,404142,700232467.9,1,,
476.58,4355719,2345264,1080168,930287,2075848561,1,,
947.47,4989195,2430275,736204,1822716,4727112587,1,,
158.86,4610805,1929952,1109400,1571453,732472482.3,1,,
350.74,692544,387692,166950,137902,242902882.6,1,,
466.49,2478695,1483513,656790,338392,1156286431,1,,
1388.39,2082897,684512,581287,817098,2891873366,1,,
1177.77,1630051,806691,367341,456019,1919825166,1,,
86.03,3572502,1517930,549860,1504712,307342347.1,1,,
1381.56,876080,369353,191815,314912,1210357085,0,,
570.46,4404345,2637426,715378,1051541,2512502649,1,,
232.02,2344177,1383121,435762,525294,543895947.5,1,,
989.24,1328393,484805,321251,522337,1314099491,1,,
455.14,3353356,1340734,885002,1127620,1526246450,1,,
410.89,397537,167525,113657,116355,163343977.9,1,,
498.4,2828935,1438874,557970,832091,1409941204,1,,
940.17,2355185,887310,596330,871545,2214274281,1,,
310.9,2505717,1442420,266282,797015,779027415.3,1,,
679.56,4702737,1497732,664678,2540327,3195791956,1,,
1472.12,252697,98248,42092,112357,372000307.6,1,,
1418.78,976666,574352,155131,247183,1385674187,1,,
185.05,4032912,2332800,759446,940666,746290365.6,1,,
1054.45,290098,92215,29476,168407,305893836.1,1,,
399.17,3687440,1571642,476654,1639144,1471915425,0,,
1348.53,1733484,641425,363088,728971,2337655179,0,,
291.59,431696,168079,94066,169551,125878236.6,1,,
264.71,2951610,1009675,784094,1157841,781320683.1,1,,
1161.9,675295,238394,183608,253293,784625260.5,1,,
894.86,364805,131701,37773,195331,326449402.3,1,,
1072.76,3682400,2068623,1067001,546776,3950331424,1,,
585.18,293889,128305,35602,129982,171977965,1,,
637.2,1726769,1013583,252191,460995,1100297207,0,,
570.77,4697900,2470503,761823,1465574,2681420383,1,,
237.33,3286360,1921734,769560,595066,779951818.8,1,,
457.23,3304556,1183618,722501,1398437,1510942140,1,,
1234.01,2822153,913226,738232,1170695,3482565024,0,,
888.94,398463,155851,53013,189599,354209699.2,1,,
812.04,4124894,1576585,593344,1954965,3349578924,1,,
654.17,1322554,681885,198653,442016,865175150.2,1,,
575.56,356800,169061,75430,112309,205359808,1,,
696.94,3874816,2077368,1156297,641151,2700514263,1,,
884.59,945878,308593,151356,485929,836714220,0,,
468.3,692809,414681,130423,147705,324442454.7,1,,
525.23,4535843,2130139,804993,1600711,2382360819,1,,
577.87,996585,432598,140676,423311,575896574,1,,
797.7,532371,315993,132854,83524,424672346.7,1,,
998.06,780144,379084,186795,214265,778630520.6,1,,
1402.22,1528873,553315,240817,734741,2143816298,1,,
433.47,3296376,1234001,671313,1391062,1428880105,1,,
1401.08,473655,233893,66302,173460,663628547.4,1,,
844.04,1060261,549662,152683,357916,894902694.4,1,,
1412.64,3537806,1956902,748925,831979,4997646268,1,,
624.61,4553800,1810119,1194061,1549620,2844349018,1,,
740.86,2980807,1246237,364901,1369669,2208360674,1,,
808.26,3464285,1190525,512213,1761547,2800042994,1,,
915.18,736814,303277,91624,341913,674317436.5,1,,
90.79,1486238,492159,305082,688997,134935548,1,,
580.4,3337923,1940303,441527,956093,1937330509,0,,
534.15,377654,126016,63084,188554,201723884.1,0,,
834.58,3419320,1635689,486888,1296743,2853696086,1,,
553.52,2405676,1095495,276188,1033993,1331589780,0,,
1152.1,1757794,819031,199528,739235,2025154467,1,,
476.94,183085,106021,51012,26052,87320559.9,1,,
224.47,2328935,1011882,416814,900239,522776039.5,1,,
1082.49,1903614,1036690,488863,378061,2060643119,1,,
337.25,173972,102375,42142,29455,58672057,1,,
1100.97,1696819,757785,215898,723136,1868146814,1,,
1045.78,4947033,2968177,807479,1171377,5173508171,1,,
833.66,2887451,883050,614095,1390306,2407152401,1,,
316.19,723717,245193,210358,268166,228832078.2,1,,
58.86,874279,380089,148063,346127,51460061.94,1,,
334.46,1651614,963762,274239,413613,552398818.4,0,,
279.28,3019017,1559691,321877,1137449,843151067.8,1,,
598.83,2686261,1136583,755541,794137,1608613675,1,,
966.11,3186048,976253,853678,1356117,3078072833,1,,
541.23,3361127,1203699,862795,1294633,1819142766,0,,
536.31,1524411,854487,251517,418407,817556863.4,1,,
62.95,3879514,1310277,825788,1743449,244215406.3,1,,
824,1592830,718053,208114,666663,1312491920,1,,
411.75,3423382,1512057,952230,959095,1409577539,1,,
378.77,4327451,1731744,1010262,1585445,1639108615,1,,
1420.66,1227075,443541,351478,432056,1743256370,1,,
510.02,3112907,1826267,444283,842357,1587644828,1,,
195.64,1233912,596081,268320,369511,241402543.7,1,,
1017.85,1609608,772578,327083,509947,1638339503,1,,
1423.86,1045854,472660,197657,375537,1489149676,0,,
1067.83,2801039,1281819,300562,1218658,2991033475,1,,
478.62,802253,413161,103148,285944,383974330.9,0,,
753.08,2702007,928436,749813,1023758,2034827432,1,,
138.64,3179673,1543800,725061,910812,440829864.7,1,,
1000.76,1241454,735846,328729,176879,1242397505,1,,
217.97,4393072,1785950,859694,1747428,957557903.8,1,,
531.32,3850257,1723494,513086,1613677,2045718549,0,,
382.32,3933862,1330533,1135781,1467548,1503994120,1,,
847.22,1266024,604461,306094,355469,1072600853,1,,
971,3650309,1645251,435520,1569538,3544450039,1,,
1114.53,1051834,621323,124917,305594,1172300548,1,,
855.25,4400920,2633112,969745,798063,3763886830,1,,
343.81,1516331,465752,391707,658872,521329761.1,1,,
1065.18,1698074,719730,364043,614301,1808754463,1,,
1229.74,2358955,747932,508819,1102204,2900901322,1,,
310.25,1870640,825039,478476,567125,580366060,1,,
450.06,1259593,601646,237638,420309,566892425.6,1,,
610.13,303138,120174,72904,110060,184953587.9,1,,
1131.37,3013187,1800676,793129,419382,3409029376,1,,
1459.32,4377731,2393761,1165180,818790,6388510403,0,,
643.98,924868,339071,261219,324578,595596494.6,0,,
1351.41,1710231,635360,224162,850709,2311223276,0,,
148.46,1105081,436210,281152,387719,164060325.3,0,,
752.06,281265,159963,63628,57674,211528155.9,1,,
519.82,388543,186788,59099,142656,201972422.3,1,,
853.42,1300929,741019,201453,358457,1110238827,1,,
1497.54,2871302,1236390,597594,1037318,4299889597,1,,
377.59,1697495,631174,181577,884744,640957137.1,1,,
100.95,4393759,1655140,1095134,1643485,443549971.1,1,,
1457.29,4163133,1365304,714755,2083074,6066892090,1,,
944.56,4755829,2071614,1195191,1489024,4492165840,1,,
884.98,4644090,1712209,934293,1997588,4109926768,1,,
543.59,1273907,445173,160612,668122,692483106.1,1,,
1345.83,2313483,929822,312923,1070738,3113554826,1,,
1283.93,4814996,2528097,558608,1728291,6182117814,1,,
921.99,2896486,1191142,866825,838519,2670531127,1,,
1455.28,3313083,1454792,551555,1306736,4821463428,1,,
394.98,3949365,1477292,664857,1807216,1559920188,0,,
1168.94,333371,132843,59886,140642,389690696.7,1,,
355.65,2404214,964445,533380,906389,855058709.1,1,,
186.99,1376182,495608,163012,717562,257332272.2,1,,
689.54,1487690,509468,235805,742417,1025821763,1,,
484.96,2060018,789875,558724,711419,999026329.3,1,,
807.83,2480911,797008,592171,1091732,2004154333,0,,
1143.74,3600567,1979058,924075,697434,4118112501,1,,
763.23,1793248,866211,442524,484513,1368660671,1,,
